Time,Length,Source IEEE,Destination IEEE,Sequence Number,Source ZigBee,Destination ZigBee,Delta Time
2023-10-29 15:18:14.000000,57,0x27d7,0x0000,120.0,0x27d7,0x0000,0.0
2023-10-29 15:18:14.002207,5,0x0000,0x27d7,120.0,,,0.002207
2023-10-29 15:18:16.237080,47,0xe1a6,0xffff,149.0,,,2.234873
2023-10-29 15:18:16.286772,51,0xe1a6,0xffff,150.0,,,0.049692
2023-10-29 15:18:16.311141,51,0x0112,0xffff,14.0,0xe1a6,0xfffc,0.024369
2023-10-29 15:18:16.320636,77,0x0000,0x0112,216.0,,,0.009495
2023-10-29 15:18:16.323488,5,0x0112,0x0000,216.0,,,0.002852
2023-10-29 15:18:16.353386,77,0x0112,0xe1a6,15.0,0x0112,0xe1a6,0.029898
2023-10-29 15:18:16.356202,5,0xe1a6,0x0112,15.0,,,0.002816
2023-10-29 15:18:16.360701,78,0xe1a6,0x0112,151.0,0xe1a6,0x0000,0.004499
2023-10-29 15:18:16.363585,5,0x0112,0xe1a6,151.0,,,0.002884
2023-10-29 15:18:16.396651,88,0x0112,0x0000,16.0,,,0.033066
2023-10-29 15:18:16.404701,96,0x0112,0x0000,16.0,,,0.00805
2023-10-29 15:18:16.426833,78,0x0112,0x0000,16.0,0xe1a6,0x0000,0.022132
2023-10-29 15:18:16.439044,78,0x0112,0x0000,16.0,0xe1a6,0x0000,0.012211
2023-10-29 15:18:16.441922,5,0x0000,0x0112,16.0,,,0.002878
2023-10-29 15:18:16.480740,51,0xa706,0xffff,64.0,0xe1a6,0xfffc,0.038818
2023-10-29 15:18:16.493010,50,0x0000,0x0112,217.0,0x0000,0xe1a6,0.01227
2023-10-29 15:18:16.494998,5,0x0112,0x0000,217.0,,,0.001988
2023-10-29 15:18:16.501755,77,0x0000,0xa706,218.0,0x0000,0xa706,0.006757
2023-10-29 15:18:16.507464,77,0x0000,0xa706,218.0,0x0000,0xa706,0.005709
2023-10-29 15:18:16.512386,77,0x0000,0xa706,218.0,0x0000,0xa706,0.004922
2023-10-29 15:18:16.516709,50,0x0112,0xe1a6,17.0,,,0.004323
2023-10-29 15:18:16.522190,77,0x0000,0xa706,218.0,0x0000,0xa706,0.005481
2023-10-29 15:18:16.529624,50,0x0112,0xe1a6,17.0,0x0000,0xe1a6,0.007434
2023-10-29 15:18:16.531575,5,0xe1a6,0x0112,17.0,,,0.001951
2023-10-29 15:18:16.536925,45,0xe1a6,0x0112,152.0,,,0.00535
2023-10-29 15:18:16.538754,5,0x0112,0xe1a6,152.0,,,0.001829
2023-10-29 15:18:16.542626,51,0xe1a6,0xffff,153.0,,,0.003872
2023-10-29 15:18:16.571650,45,0x0112,0x0000,18.0,0xe1a6,0x0000,0.029024
2023-10-29 15:18:16.573473,5,0x0000,0x0112,18.0,,,0.001823
2023-10-29 15:18:16.687351,95,0xe1a6,0x0112,154.0,0xe1a6,0x0000,0.113878
2023-10-29 15:18:16.690780,5,0x0112,0xe1a6,154.0,,,0.003429
2023-10-29 15:18:16.718375,95,0x0112,0x0000,19.0,0xe1a6,0x0000,0.027595
2023-10-29 15:18:16.721798,5,0x0000,0x0112,19.0,,,0.003423
2023-10-29 15:18:16.734932,51,0xa706,0xffff,66.0,,,0.013134
2023-10-29 15:18:16.745976,77,0x0000,0xa706,219.0,0x0000,0xa706,0.011044
2023-10-29 15:18:16.748793,5,0xa706,0x0000,219.0,,,0.002817
2023-10-29 15:18:16.752682,45,0xa706,0xe1a6,67.0,,,0.003889
2023-10-29 15:18:16.754465,5,0xe1a6,0xa706,67.0,,,0.001783
2023-10-29 15:18:16.772979,50,0x0000,0xa706,220.0,,,0.018514
2023-10-29 15:18:16.774931,5,0xa706,0x0000,220.0,,,0.001952
2023-10-29 15:18:16.778614,50,0xa706,0xe1a6,68.0,,,0.003683
2023-10-29 15:18:16.780567,5,0xe1a6,0xa706,68.0,,,0.001953
2023-10-29 15:18:16.785761,45,0xe1a6,0x0112,155.0,,,0.005194
